Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
03/31/2014,141308925,03/28/2014,1440,13,Newton,1313,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  600      E  PICO                         BL,,"(34.0333, -118.2549)"
03/28/2014,141410327,03/28/2014,0155,14,Pacific,1435,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,12000         VENICE                       BL,,"(34.0062, -118.4289)"
03/28/2014,141410328,03/28/2014,0155,14,Pacific,1435,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,12000         VENICE                       BL,,"(34.0062, -118.4289)"
03/28/2014,141410329,03/28/2014,0155,14,Pacific,1435,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,12000         VENICE                       BL,,"(34.0062, -118.4289)"
03/28/2014,141410330,03/28/2014,0330,14,Pacific,1409,648,ARSON,IC,Invest Cont, 9600         VENICE                       BL,,"(34.0249, -118.3959)"
03/28/2014,141410333,03/28/2014,0900,14,Pacific,1409,997,TRAFFIC DR #,IC,Invest Cont,              VENICE                       BL,   BAGLEY                       AV,"(34.0237, -118.3984)"
03/28/2014,141410334,03/28/2014,1315,14,Pacific,1494,997,TRAFFIC DR #,IC,Invest Cont,              SEPULVEDA,   WESTCHESTER,"(33.9546, -118.3962)"
03/28/2014,141410337,03/28/2014,0400,14,Pacific,1488,510,VEHICLE - STOLEN,IC,Invest Cont,              93RD                         ST,   AIRPORT                      BL,"(33.9517, -118.385)"
03/28/2014,141410348,03/28/2014,0330,14,Pacific,1409,648,ARSON,IC,Invest Cont, 9600         VENICE                       BL,,"(34.0249, -118.3959)"
03/28/2014,141410357,03/28/2014,1310,14,Pacific,1409,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 8900         VENICE                       BL,,"(34.0294, -118.3881)"
03/28/2014,141410359,03/28/2014,1645,14,Pacific,1479,997,TRAFFIC DR #,IC,Invest Cont,              FLORENCE,   HINDRY,"(33.9622, -118.3736)"
03/28/2014,141410360,03/28/2014,1045,14,Pacific,1487,310,BURGLARY,IC,Invest Cont, 8900      S  SEPULVEDA                    BL,,"(33.9559, -118.3962)"
03/28/2014,141410361,03/28/2014,0900,14,Pacific,1441,888,TRESPASSING,IC,Invest Cont, 2500         OCEAN                        AV,,"(33.9858, -118.4639)"
03/28/2014,141410362,03/28/2014,1400,14,Pacific,1415,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  400         LINCOLN                      BL,,"(34.0008, -118.4667)"
03/28/2014,141410380,03/28/2014,1200,14,Pacific,1458,354,THEFT OF IDENTITY,IC,Invest Cont, 5000         SLAUSON                      AV,,"(33.9942, -118.4077)"
03/28/2014,141410384,03/28/2014,0640,14,Pacific,1407,310,BURGLARY,IC,Invest Cont, 3600      S  VINTON                       AV,,"(34.0255, -118.4063)"
03/28/2014,141410396,03/28/2014,0800,14,Pacific,1475,310,BURGLARY,IC,Invest Cont, 7800         MCCONNELL                    AV,,"(33.9696, -118.4132)"
03/28/2014,141410397,03/28/2014,2030,14,Pacific,1491,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AO,Adult Other,11400         VISTA DEL MAR,,"(33.9514, -118.4461)"
03/28/2014,141410402,03/28/2014,0745,14,Pacific,1454,997,TRAFFIC DR #,IC,Invest Cont,              CULVER,   CULVER,"(33.976, -118.433)"
03/28/2014,141410403,03/28/2014,1830,14,Pacific,1432,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              ELECTRIC,   SAN JUAN,"(33.9921, -118.4693)"
03/29/2014,141410406,03/28/2014,2310,14,Pacific,1406,997,TRAFFIC DR #,IC,Invest Cont,              OVERLAND                     AV,   WOODBINE                     ST,"(34.0299, -118.4156)"
03/29/2014,141410409,03/28/2014,0530,14,Pacific,1406,310,BURGLARY,IC,Invest Cont, 3500         MENTONE                      AV,,"(34.0259, -118.4096)"
03/29/2014,141410412,03/28/2014,2030,14,Pacific,1409,761,BRANDISH WEAPON,IC,Invest Cont, 8900         VENICE                       BL,,"(34.0294, -118.3881)"
03/29/2014,141410413,03/28/2014,0530,14,Pacific,1412,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              ROSE,   OCEAN FRONT                  WK,"(33.9949, -118.4801)"
03/29/2014,141410414,03/28/2014,1900,14,Pacific,1466,888,TRESPASSING,IC,Invest Cont, 7400         KENTWOOD                     AV,,"(33.9765, -118.4019)"
03/29/2014,141410421,03/28/2014,1715,14,Pacific,1435,997,TRAFFIC DR #,IC,Invest Cont,              VENICE                       BL,E  CENTINELA                    AV,"(34.0041, -118.4331)"
03/29/2014,141410430,03/28/2014,2100,14,Pacific,1446,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,04100         INGLEWOOD                    BL,,"(34.0002, -118.4242)"
03/29/2014,141410434,03/28/2014,1830,14,Pacific,1489,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 9500         AVIATION                     BL,,"(33.9505, -118.3776)"
03/30/2014,141410542,03/28/2014,2230,14,Pacific,1475,320,"BURGLARY, ATTEMPTED",IC,Invest Cont, 7800         MCCONNELL                    AV,,"(33.9696, -118.4132)"
03/31/2014,141410544,03/28/2014,2200,14,Pacific,1431,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1500         CABRILLO                     AV,,"(33.9899, -118.4658)"
03/31/2014,141410563,03/28/2014,1430,14,Pacific,1475,943,CRUELTY TO ANIMALS,IC,Invest Cont, 6700         ALTAMOR                      DR,,"(33.974, -118.4083)"
03/28/2014,141500660,03/28/2014,1530,15,N Hollywood,1512,350,"THEFT, PERSON",IC,Invest Cont,12800         SHERMAN                      WY,,"(34.2012, -118.4116)"
03/28/2014,141508376,03/28/2014,0001,15,N Hollywood,1543,997,TRAFFIC DR #,IC,Invest Cont,              LAUREL CANYON                BL,   MAGNOLIA                     BL,"(34.1658, -118.3965)"
03/28/2014,141508385,03/28/2014,0800,15,N Hollywood,1557,997,TRAFFIC DR #,IC,Invest Cont,              CAMARILLO                    ST,   CRANER                       AV,"(34.1577, -118.3697)"
03/28/2014,141508395,03/28/2014,0810,15,N Hollywood,1506,997,TRAFFIC DR #,IC,Invest Cont,              VINELAND                     AV,   SATICOY                      ST,"(34.1987, -118.3703)"
03/28/2014,141508413,03/28/2014,0800,15,N Hollywood,1525,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 6500         LAUREL CANYON                BL,,"(34.1885, -118.3965)"
03/28/2014,141508417,03/28/2014,1040,15,N Hollywood,1535,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,11400         CALIFA                       ST,,"(34.1776, -118.379)"
03/28/2014,141508421,03/28/2014,0900,15,N Hollywood,1566,354,THEFT OF IDENTITY,IC,Invest Cont, 4400         ENSIGN                       AV,,"(34.1504, -118.3712)"
03/28/2014,141508424,03/28/2014,1240,15,N Hollywood,1543,997,TRAFFIC DR #,IC,Invest Cont,              BURBANK                      BL,   SAINT CLAIR                  AV,"(34.1722, -118.4042)"
03/28/2014,141508428,03/28/2014,1350,15,N Hollywood,1522,946,OTHER MISCELLANEOUS CRIME,AO,Adult Other, 6400         COLDWATER CANYON             AV,,"(34.1867, -118.4137)"
03/29/2014,141508434,03/28/2014,2300,15,N Hollywood,1591,997,TRAFFIC DR #,IC,Invest Cont,              COLDWATER CA                 AV,   MULHOLLAND                   DR,
03/28/2014,141508438,03/28/2014,2355,15,N Hollywood,1506,997,TRAFFIC DR #,IC,Invest Cont,11300         SHERMAN                      WY,,"(34.2012, -118.3769)"
03/28/2014,141508439,03/28/2014,0900,15,N Hollywood,1523,310,BURGLARY,IC,Invest Cont, 6000         WHITSETT                     AV,,"(34.1794, -118.4052)"
03/28/2014,141508440,03/28/2014,1000,15,N Hollywood,1529,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),AA,Adult Arrest, 6100         CLYBOURN                     AV,,"(34.1848, -118.3597)"
03/29/2014,141508445,03/28/2014,1500,15,N Hollywood,1505,510,VEHICLE - STOLEN,AA,Adult Arrest, 7400         IRVINE                       AV,,"(34.2049, -118.3856)"
03/29/2014,141508447,03/28/2014,1335,15,N Hollywood,1599,997,TRAFFIC DR #,IC,Invest Cont, 3500         MULTIVIEW                    DR,,"(34.1275, -118.3603)"
03/29/2014,141508452,03/28/2014,1900,15,N Hollywood,1557,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 4600         WILLOWCREST                  AV,,"(34.1545, -118.3626)"
03/29/2014,141508454,03/28/2014,2100,15,N Hollywood,1538,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,11200         TIARA                        ST,,"(34.1785, -118.3746)"
03/29/2014,141508460,03/28/2014,1330,15,N Hollywood,1599,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 7200         PACIFIC VIEW                 DR,,"(34.1209, -118.349)"
03/29/2014,141508461,03/28/2014,1600,15,N Hollywood,1567,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,              MOORPARK                     ST,   CAHUENGA                     BL,"(34.1504, -118.3647)"
03/28/2014,141508485,03/28/2014,1630,15,N Hollywood,1527,901,VIOLATION OF RESTRAINING ORDER,AO,Adult Other, 6000         BONNER                       AV,,"(34.1795, -118.3741)"
03/28/2014,141508488,03/28/2014,0001,15,N Hollywood,1585,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,11100         AQUA VISTA                   ST,,"(34.145, -118.3725)"
03/28/2014,141508490,03/28/2014,0915,15,N Hollywood,1523,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,12800         VICTORY                      BL,,"(34.1867, -118.4117)"
03/29/2014,141508495,03/28/2014,1900,15,N Hollywood,1555,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 4900         KLUMP                        AV,,"(34.16, -118.3757)"
03/30/2014,141508500,03/28/2014,2130,15,N Hollywood,1504,997,TRAFFIC DR #,IC,Invest Cont,              SHERMAN                      WY,   LANKERSHIM                   BL,"(34.2011, -118.3931)"
03/28/2014,141508504,03/28/2014,1415,15,N Hollywood,1565,997,TRAFFIC DR #,IC,Invest Cont,              TUJUNGA                      AV,   HOLLYWOOD                    FY,"(34.1477, -118.379)"
03/28/2014,141508505,03/28/2014,0900,15,N Hollywood,1532,997,TRAFFIC DR #,IC,Invest Cont,              VICTORY                      BL,   WILKINSON                    ST,"(34.1867, -118.4047)"
03/31/2014,141508576,03/28/2014,1200,15,N Hollywood,1501,354,THEFT OF IDENTITY,IC,Invest Cont, 7900         MARY ELLEN                   AV,,"(34.2142, -118.4174)"
03/31/2014,141508598,03/28/2014,1930,15,N Hollywood,1548,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              RIVERTON                     ST,   MAGNOLIA                     BL,"(34.1667, -118.3653)"
03/31/2014,141508603,03/28/2014,1700,15,N Hollywood,1538,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 5800         FAIR                         AV,,"(34.1758, -118.3746)"
03/28/2014,141600818,03/28/2014,2030,16,Foothill,1681,210,ROBBERY,AA,Adult Arrest, 8400         LAUREL CANYON                BL,,"(34.2233, -118.3964)"
03/29/2014,141600822,03/28/2014,1000,16,Foothill,1617,330,BURGLARY FROM VEHICLE,IC,Invest Cont,10500         FLORALITA                    AV,,"(34.2597, -118.3179)"
03/28/2014,141607058,03/28/2014,0155,16,Foothill,1634,997,TRAFFIC DR #,IC,Invest Cont,              FOOTHILL                     BL,   GLADSTONE                    AV,"(34.2733, -118.3924)"
03/28/2014,141607064,03/28/2014,0930,16,Foothill,1606,623,BATTERY POLICE,IC,Invest Cont,11600         GLAMIS                       ST,,"(34.281, -118.3845)"
03/28/2014,141607066,03/28/2014,1115,16,Foothill,1663,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 9100         TELFAIR                      AV,,"(34.2348, -118.395)"
03/28/2014,141607067,03/28/2014,1130,16,Foothill,1687,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 8000         VINELAND                     AV,,"(34.2157, -118.3703)"
03/28/2014,141607071,03/28/2014,0850,16,Foothill,1695,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest,11100         KESWICK                      ST,,"(34.2103, -118.3725)"
03/29/2014,141607074,03/28/2014,1855,16,Foothill,1642,997,TRAFFIC DR #,IC,Invest Cont,              VAN NUYS                     BL,   LAUREL CANYON                BL,"(34.2615, -118.4284)"
03/28/2014,141607090,03/28/2014,1500,16,Foothill,1681,350,"THEFT, PERSON",IC,Invest Cont, 8500         ARLETA                       AV,,"(34.2242, -118.4072)"
03/29/2014,141607091,03/28/2014,1100,16,Foothill,1605,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11600         GLADSTONE                    AV,,"(34.2809, -118.396)"
03/28/2014,141607092,03/28/2014,1430,16,Foothill,1613,761,BRANDISH WEAPON,IC,Invest Cont,              VAN NUYS                     BL,   SPROULE                      AV,"(34.2749, -118.4101)"
03/28/2014,141607097,03/28/2014,0935,16,Foothill,1642,624,BATTERY - SIMPLE ASSAULT,JA,Juv Arrest,10400         HADDON                       AV,,"(34.2592, -118.4268)"
03/29/2014,141607101,03/28/2014,2000,16,Foothill,1608,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,10500         KURT                         ST,,"(34.2777, -118.3581)"
03/28/2014,141607110,03/28/2014,0530,16,Foothill,1641,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,13300         TERRA BELLA                  ST,,"(34.2552, -118.4225)"
03/28/2014,141607118,03/28/2014,1115,16,Foothill,1602,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,12700         FILMORE                      ST,,"(34.2805, -118.4096)"
03/29/2014,141607125,03/28/2014,1905,16,Foothill,1663,354,THEFT OF IDENTITY,IC,Invest Cont, 9100         TELFAIR                      AV,,"(34.2348, -118.395)"
03/28/2014,141607132,03/28/2014,1525,16,Foothill,1637,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),AA,Adult Arrest, 7700         FOOTHILL                     BL,,"(34.2597, -118.3154)"
03/28/2014,141607133,03/28/2014,0900,16,Foothill,1657,997,TRAFFIC DR #,IC,Invest Cont,              COMMERCE                     AV,   FOOTHILL                     BL,"(34.2489, -118.2886)"
03/28/2014,141607134,03/28/2014,0825,16,Foothill,1653,997,TRAFFIC DR #,IC,Invest Cont,              TELFAIR                      AV,   BRANFORD                     BL,"(34.2543, -118.4157)"
03/28/2014,141607135,03/28/2014,0930,16,Foothill,1643,997,TRAFFIC DR #,IC,Invest Cont,              TELFAIR                      AV,   TERRA BELLA                  ST,"(34.2621, -118.424)"
03/30/2014,141607144,03/28/2014,1800,16,Foothill,1659,354,THEFT OF IDENTITY,IC,Invest Cont, 6600         HAYWOOD                      ST,,"(34.2488, -118.2761)"
03/30/2014,141607163,03/28/2014,0900,16,Foothill,1665,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,11300         WENTWORTH                    ST,,"(34.2553, -118.378)"
03/31/2014,141607183,03/28/2014,1720,16,Foothill,1638,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,10300         FERNGLEN                     AV,,"(34.256, -118.2942)"
03/31/2014,141607184,03/28/2014,1720,16,Foothill,1638,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,10300         FERNGLEN                     AV,,"(34.256, -118.2942)"
03/28/2014,141700673,03/28/2014,1640,17,Devonshire,1717,997,TRAFFIC DR #,IC,Invest Cont,              WOODLEY                      AV,   SAN FERNANDO                 BL,"(34.2738, -118.4847)"
03/28/2014,141707804,03/28/2014,1100,17,Devonshire,1798,997,TRAFFIC DR #,IC,Invest Cont,              NORDHOFF,   WOODLEY,"(34.2357, -118.4851)"
03/28/2014,141707805,03/28/2014,0330,17,Devonshire,1737,310,BURGLARY,IC,Invest Cont,16500         CHATSWORTH                   ST,,"(34.2647, -118.4916)"
03/28/2014,141707823,03/28/2014,1045,17,Devonshire,1723,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",IC,Invest Cont,21100         DEVONSHIRE                   ST,,"(34.2573, -118.5929)"
03/28/2014,141707829,03/28/2014,1230,17,Devonshire,1764,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 9300         TAMPA                        AV,,"(34.234, -118.5536)"
03/28/2014,141707832,03/28/2014,0735,17,Devonshire,1749,997,TRAFFIC DR #,IC,Invest Cont,              DEVONSHIRE                   ST,   HASKELL                      AV,"(34.2575, -118.4895)"
03/28/2014,141707833,03/28/2014,1200,17,Devonshire,1764,997,TRAFFIC DR #,IC,Invest Cont,19500         PLUMMER                      ST,,"(34.2428, -118.5579)"
03/28/2014,141707834,03/28/2014,1700,17,Devonshire,1793,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 8800         TAMPA                        AV,,"(34.2299, -118.5536)"
03/28/2014,141707835,03/28/2014,1055,17,Devonshire,1757,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,16800         DEVONSHIRE                   ST,,"(34.2575, -118.498)"
03/28/2014,141707836,03/28/2014,1610,17,Devonshire,1788,997,TRAFFIC DR #,IC,Invest Cont,              BALBOA                       BL,   NORDHOFF                     ST,"(34.2303, -118.5026)"
03/28/2014,141707837,03/28/2014,1455,17,Devonshire,1752,997,TRAFFIC DR #,IC,Invest Cont,              DE SOTO                      AV,   DEVONSHIRE,"(34.2509, -118.5886)"
03/28/2014,141707840,03/28/2014,1130,17,Devonshire,1751,354,THEFT OF IDENTITY,IC,Invest Cont,10000         TOPANGA CANYON               BL,,"(34.2518, -118.6061)"
03/28/2014,141707842,03/28/2014,1215,17,Devonshire,1747,997,TRAFFIC DR #,IC,Invest Cont,              HAYVENHURST                  AV,   CHATSWORTH                   ST,"(34.258, -118.4936)"
03/28/2014,141707843,03/28/2014,1817,17,Devonshire,1785,997,TRAFFIC DR #,IC,Invest Cont,              PRAIRIE                      ST,   RESEDA                       BL,"(34.2391, -118.5458)"
03/28/2014,141707846,03/28/2014,1030,17,Devonshire,1722,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,10400         CANOGA                       AV,,"(34.259, -118.5973)"
03/29/2014,141707847,03/28/2014,2050,17,Devonshire,1722,997,TRAFFIC DR #,IC,Invest Cont,              CANOGA                       AV,   DEVONSHIRE                   ST,"(34.259, -118.5973)"
03/28/2014,141707849,03/28/2014,2115,17,Devonshire,1783,210,ROBBERY,IC,Invest Cont, 9000         TAMPA                        AV,,"(34.234, -118.5536)"
03/28/2014,141707850,03/28/2014,1130,17,Devonshire,1707,310,BURGLARY,IC,Invest Cont,12500         BYRON                        AV,,"(34.2983, -118.5099)"
03/29/2014,141707851,03/28/2014,1330,17,Devonshire,1721,310,BURGLARY,IC,Invest Cont,22300         MISSION                      CI,,"(34.2756, -118.6144)"
03/29/2014,141707852,03/28/2014,1930,17,Devonshire,1762,510,VEHICLE - STOLEN,IC,Invest Cont,21000         LASSEN                       ST,,"(34.25, -118.5907)"
03/28/2014,141707853,03/28/2014,1400,17,Devonshire,1727,310,BURGLARY,IC,Invest Cont,19200         LOS ALIMOS                   ST,,"(34.2666, -118.5516)"
03/28/2014,141707855,03/28/2014,1605,17,Devonshire,1735,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),IC,Invest Cont,18000         CHATSWORTH                   ST,,"(34.2647, -118.5253)"
03/28/2014,141707859,03/28/2014,1700,17,Devonshire,1751,888,TRESPASSING,AO,Adult Other, 9900         GLADE                        AV,,"(34.2503, -118.6084)"
03/28/2014,141707860,03/28/2014,1815,17,Devonshire,1782,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 8800         CORBIN                       AV,,"(34.2304, -118.5623)"
